ID	REFSEQ	GENE_SYMBOL	GENE_NAME	ENSEMBL_ID
A_23_P45811	NM_000792	DIO1	deiodinase, iodothyronine, type I	
A_23_P400515	NM_020816	KIF17	kinesin family member 17	ENST00000247986
A_32_P232411	NM_020780	PTCHD2	patched domain containing 2	ENST00000389575
A_21_P0008422		XLOC_010997		
A_33_P3361337	NM_001097620	TMEM184A	transmembrane protein 184A	ENST00000468535
A_33_P3282202				
A_33_P3212659		PRICKLE3	prickle homolog 3 (Drosophila)	ENST00000376310
A_21_P0000534	NM_001159287	TPI1	triosephosphate isomerase 1	
A_33_P3244728	NM_004525	LRP2	low density lipoprotein receptor-related protein 2	ENST00000263816
A_23_P92362	NM_002494	NDUFC1	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa	
A_33_P3214284				
A_33_P3410459	NM_001204255	SCARB2	scavenger receptor class B, member 2	ENST00000264896
A_33_P3294297	NM_194460	RNF126	ring finger protein 126	ENST00000292363
A_23_P48198	NM_031302	GLT8D2	glycosyltransferase 8 domain containing 2	ENST00000548660
A_33_P3593719	NR_027066	LINC00114	long intergenic non-protein coding RNA 114	ENST00000411989
A_23_P36647	NM_177441	TMUB2	transmembrane and ubiquitin-like domain containing 2	ENST00000319511
A_32_P14610	NM_006457	PDLIM5	PDZ and LIM domain 5	ENST00000317968
A_21_P0003738		XLOC_003925		
A_23_P705	NM_001004472	OR10R2	olfactory receptor, family 10, subfamily R, member 2	ENST00000368152
A_33_P3342410	NM_013302	EEF2K	eukaryotic elongation factor-2 kinase	
A_23_P19291	NM_001069	TUBB2A	tubulin, beta 2A class IIa	ENST00000333628
A_33_P3350227	NM_181491	MED22	mediator complex subunit 22	ENST00000471524
A_21_P0011140	NR_039974	LOC100507240	uncharacterized LOC100507240	
A_33_P3287785	NM_006158	NEFL	neurofilament, light polypeptide	ENST00000221169
A_19_P00318889	XM_002343892	LOC100289134		ENST00000507732
A_23_P91512	NM_144492	CLDN14	claudin 14	
A_23_P78782	NM_001217	CA11	carbonic anhydrase XI	ENST00000084798
A_24_P281908	NM_015267	CUX2	cut-like homeobox 2	ENST00000552889
A_33_P3653271	NR_037179	LOC100507362	uncharacterized LOC100507362	ENST00000431265
A_33_P3210875	NM_000052	ATP7A	ATPase, Cu++ transporting, alpha polypeptide	ENST00000341514
A_23_P29663	NM_015896	ZMYND10	zinc finger, MYND-type containing 10	ENST00000475688
A_24_P328504	NM_007237	SP140	SP140 nuclear body protein	ENST00000392044
A_24_P592012	NM_025224	ZBTB46	zinc finger and BTB domain containing 46	ENST00000245663
A_33_P3229702	NM_053284	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	ENST00000319070
A_33_P3241844				ENST00000541705
A_21_P0011954		XLOC_l2_008214		
A_32_P225854	NM_181784	SPRED2	sprouty-related, EVH1 domain containing 2	ENST00000356388
A_23_P147255	NM_020528	PCBP3	poly(rC) binding protein 3	ENST00000346743
A_21_P0009593		XLOC_012899		
A_19_P00317913	NR_026973	HLA-F-AS1		ENST00000449091
A_23_P80626	NM_207351	PRRT3	proline-rich transmembrane protein 3	ENST00000412055
A_33_P3371904	NM_198188	ASTN2	astrotactin 2	
A_23_P319572	NM_001077482	NR1I3	nuclear receptor subfamily 1, group I, member 3	
A_33_P3253743				
A_23_P315451	NM_199180	KIRREL2	kin of IRRE like 2 (Drosophila)	ENST00000360202
A_23_P320658	NM_004725	BUB3	budding uninhibited by benzimidazoles 3 homolog (yeast)	ENST00000368865
A_21_P0011431	NM_004667	HERC2	hect domain and RLD 2	ENST00000542073
A_21_P0000574	NM_001047	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	ENST00000274192
A_21_P0004094		XLOC_004718		ENST00000502893
A_33_P3260307	NM_001042476	CARHSP1	calcium regulated heat stable protein 1, 24kDa	ENST00000311052
A_19_P00810748	NR_026999	LINC00265	long intergenic non-protein coding RNA 265	
A_21_P0002817		XLOC_002959		ENST00000456535
A_23_P99515	NM_032849	C13orf33	chromosome 13 open reading frame 33	ENST00000380482
A_23_P151133	NM_006675	TSPAN9	tetraspanin 9	ENST00000011898
A_24_P627503	XM_003403831	LOC100653245	ig heavy chain V-III region VH26-like	ENST00000390613
A_23_P164148	NM_170607	MLX	MAX-like protein X	ENST00000246912
A_33_P3376017				ENST00000444348
A_21_P0004605		XLOC_005505		
A_23_P27048	NM_152464	TMEM199	transmembrane protein 199	
A_23_P151405	NM_018204	CKAP2	cytoskeleton associated protein 2	ENST00000258607
A_23_P50697	NM_006905	PSG1	pregnancy specific beta-1-glycoprotein 1	
A_33_P3259750				
A_21_P0011059		XLOC_l2_003072		
A_23_P145584	NM_003344	UBE2H	ubiquitin-conjugating enzyme E2H	ENST00000355621
A_33_P3357163	NR_003929	PPIEL	peptidylprolyl isomerase E-like pseudogene	
A_32_P57728	NR_003613	PMS2P1	postmeiotic segregation increased 2 pseudogene 1	
A_23_P216556	NM_018424	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	ENST00000311609
A_24_P419132	NM_006733	CENPI	centromere protein I	ENST00000372926
A_33_P3330972				
A_23_P153461	NM_022737	LPPR2	lipid phosphate phosphatase-related protein type 2	ENST00000251473
A_33_P3235078	NM_001134855	TRIM17	tripartite motif containing 17	ENST00000456946
A_33_P3309429				ENST00000366347
A_32_P128656	NM_000381	MID1	midline 1 (Opitz/BBB syndrome)	
A_23_P147277	NM_207346	TSEN54	tRNA splicing endonuclease 54 homolog (S. cerevisiae)	ENST00000545228
A_21_P0008169		XLOC_010630		
A_33_P3377705				
A_33_P3364869		NAMPT	nicotinamide phosphoribosyltransferase	
A_23_P315933	NM_148912	ABHD11	abhydrolase domain containing 11	
A_23_P41359	NM_014487	ZNF330	zinc finger protein 330	ENST00000507532
A_33_P3254670				ENST00000432922
A_33_P3393689				
A_21_P0011066		XLOC_l2_003178		
A_21_P0008049		XLOC_010348		
A_23_P131365	NM_005006	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	
A_33_P3249674	XR_108749	LOC541472	uncharacterized LOC541472	
A_23_P334845	NM_032900	ARHGAP19	Rho GTPase activating protein 19	ENST00000393817
A_33_P3235731				
A_24_P132470	NM_020728	ESYT2	extended synaptotagmin-like protein 2	ENST00000421679
A_24_P201739	NM_005475	SH2B3	SH2B adaptor protein 3	
A_21_P0014902	XR_132899	LOC100653017	uncharacterized LOC100653017	
A_33_P3402020	NM_032040	CCDC8	coiled-coil domain containing 8	ENST00000307522
A_21_P0001330		XLOC_000278		
A_21_P0004713		XLOC_005555		ENST00000430250
A_23_P34176	NM_015691	WWC3	WWC family member 3	ENST00000380861
A_24_P51080	NR_021490	FLJ42709	uncharacterized LOC441094	
A_23_P392076	NM_014574	STRN3	striatin, calmodulin binding protein 3	ENST00000555358
A_24_P14634	NM_133455	EMID1	EMI domain containing 1	ENST00000334018
A_24_P223384	NM_003513	HIST1H2AB	histone cluster 1, H2ab	ENST00000259791
A_21_P0009329		XLOC_012503		
A_21_P0014940	XR_133430	LOC100653236	uncharacterized LOC100653236	
A_23_P69670	NM_018366	CNO	cappuccino homolog (mouse)	ENST00000320776
A_21_P0008810		XLOC_011173		
A_33_P3273669	NM_004801	NRXN1	neurexin 1	ENST00000406859
A_23_P251660	NM_001025091	ABCF1	ATP-binding cassette, sub-family F (GCN20), member 1	ENST00000547965
A_33_P3362668	NR_034006	LOC100132352	FSHD region gene 1 pseudogene	
A_21_P0013667	NR_027471	LOC440173	uncharacterized LOC440173	
A_23_P71889	NM_153437	ODF2	outer dense fiber of sperm tails 2	
A_33_P3352772	NM_001037668	DEFB107A	defensin, beta 107A	ENST00000335021
A_21_P0002589		XLOC_001435		
A_24_P132950	NM_005969	NAP1L4	nucleosome assembly protein 1-like 4	ENST00000492594
A_33_P3422233	NM_020894	KIAA1530	KIAA1530	ENST00000389851
A_33_P3382303	NM_005892	FMNL1	formin-like 1	ENST00000328118
A_21_P0005880		XLOC_007176		
A_33_P3415207		MPV17	MpV17 mitochondrial inner membrane protein	ENST00000403262
A_19_P00807743		XLOC_l2_010751		
A_33_P3244021	NM_020746	MAVS	mitochondrial antiviral signaling protein	ENST00000428216
A_21_P0012928		XLOC_l2_012210		
A_33_P3781228		FLJ26332	uncharacterized LOC440766	
A_21_P0006391		XLOC_007835		
A_23_P67785	NM_001025436	SPAG16	sperm associated antigen 16	ENST00000420497
A_21_P0009007	NR_039999	LOC100507501	uncharacterized LOC100507501	
A_21_P0006077		XLOC_007701		ENST00000507933
A_33_P3374030		LOC100132197	uncharacterized LOC100132197	
A_21_P0012119		XLOC_l2_008622		
A_33_P3381127	NM_000043	FAS	Fas (TNF receptor superfamily, member 6)	
A_24_P228611	NR_024377	FER1L4	fer-1-like 4 (C. elegans) pseudogene	ENST00000325076
A_23_P167920	NM_005618	DLL1	delta-like 1 (Drosophila)	ENST00000366756
A_24_P142095	NM_006738	AKAP13	A kinase (PRKA) anchor protein 13	ENST00000361243
A_33_P3320752				
A_33_P3277753	NM_144994	ANKRD23	ankyrin repeat domain 23	ENST00000331001
A_21_P0005746		XLOC_006890		
A_33_P3228868				
A_23_P5018	NR_026887	LOC80054	uncharacterized LOC80054	
A_33_P3279019	NM_012397	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	ENST00000269489
A_21_P0009422		XLOC_012669		
A_23_P70733	NM_001033080	TAAR2	trace amine associated receptor 2	ENST00000367931
A_23_P257003	NM_006200	PCSK5	proprotein convertase subtilisin/kexin type 5	
A_21_P0007915		XLOC_010662		
A_21_P0007036		XLOC_008998		
A_23_P96350	NM_007213	PRAF2	PRA1 domain family, member 2	ENST00000376390
A_24_P221414	NM_004411	DYNC1I1	dynein, cytoplasmic 1, intermediate chain 1	ENST00000457059
A_33_P3295578	NM_153333	TCEAL8	transcription elongation factor A (SII)-like 8	ENST00000451678
A_23_P202245	NM_020975	RET	ret proto-oncogene	ENST00000355710
A_23_P61171	NM_012283	KCNG2	potassium voltage-gated channel, subfamily G, member 2	ENST00000316249
A_21_P0008910		XLOC_011661		
A_23_P396917	NM_199124	C11orf63	chromosome 11 open reading frame 63	ENST00000307257
A_33_P3397693	NM_003659	AGPS	alkylglycerone phosphate synthase	ENST00000264167
A_33_P3251518		PYCR2	pyrroline-5-carboxylate reductase family, member 2	ENST00000366823
A_21_P0008263		XLOC_010693		
A_21_P0009795		XLOC_013161		
A_33_P3875565	NR_038394	LOC100270679	uncharacterized LOC100270679	
A_21_P0010816		XLOC_l2_001548		
A_23_P426835		LOC729652	uncharacterized LOC729652	
A_33_P3278318	NM_012228	MSRB2	methionine sulfoxide reductase B2	ENST00000376510
A_33_P3267263	NR_004400	RNU1-5	RNA, U1 small nuclear 5	
A_23_P200252	NM_032324	NTPCR	nucleoside-triphosphatase, cancer-related	ENST00000479125
A_32_P202859	NM_181788	H1FNT	H1 histone family, member N, testis-specific	ENST00000335017
A_21_P0000593	NR_033337	SNORA70D	small nucleolar RNA, H/ACA box 70D (retrotransposed)	
A_21_P0007232		XLOC_009198		
A_19_P00327035	NR_003244	HAR1A		
A_32_P66804	NM_002847	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	ENST00000404321
A_21_P0006216		XLOC_007533		
A_21_P0000687	NR_037806	NPPA-AS1	NPPA antisense RNA 1 (non-protein coding)	ENST00000446542
A_33_P3363340		TMEM212	transmembrane protein 212	ENST00000469981
A_23_P3823	NM_001122957	BCKDK	branched chain ketoacid dehydrogenase kinase	ENST00000394951
A_21_P0004256		XLOC_004407		
A_24_P185368	NM_152677	ZSCAN4	zinc finger and SCAN domain containing 4	ENST00000318203
A_21_P0008165		XLOC_010623		
A_21_P0000436	NR_003237	SNORD113-9	small nucleolar RNA, C/D box 113-9	
A_33_P3400248	NM_019851	FGF20	fibroblast growth factor 20	ENST00000381981
A_21_P0010489	NM_183238	ZNF605	zinc finger protein 605	ENST00000412621
A_23_P71537	NM_024790	CSPP1	centrosome and spindle pole associated protein 1	ENST00000521168
A_21_P0008194		XLOC_010679		
A_33_P3254656				
A_23_P330301	NM_198403	MMD2	monocyte to macrophage differentiation-associated 2	ENST00000401401
A_23_P370544	NM_144708	ANKAR	ankyrin and armadillo repeat containing	ENST00000520309
A_21_P0012602		XLOC_l2_010759		
A_21_P0011291	NM_004667	HERC2	hect domain and RLD 2	ENST00000261609
A_32_P231179	NM_144705	TEKT4	tektin 4	ENST00000468063
A_21_P0012386		XLOC_l2_009811		
A_33_P3278293	NM_024086	METTL16	methyltransferase like 16	ENST00000263092
A_24_P349636				
A_23_P50217	NM_024833	ZNF671	zinc finger protein 671	ENST00000317398
A_23_P108075	NM_019849	SLC7A10	solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10	ENST00000253188
A_23_P17844	NM_002854	PVALB	parvalbumin	ENST00000404171
A_21_P0014191	XR_108785	LOC100507538		ENST00000448131
A_21_P0010877		BMS1P5	BMS1 pseudogene 5	
A_21_P0000103	NM_001190472	MTRNR2L3	MT-RNR2-like 3	ENST00000543500
A_21_P0001146		XLOC_000884		ENST00000420549
A_23_P27367	NM_002035	KDSR	3-ketodihydrosphingosine reductase	ENST00000406396
A_23_P97860	NM_000235	LIPA	lipase A, lysosomal acid, cholesterol esterase	ENST00000425287
A_32_P182394	NM_021217	ZNF77	zinc finger protein 77	ENST00000314531
A_33_P3408450	NM_001146683	C14orf176	chromosome 14 open reading frame 176	ENST00000418511
A_19_P00321210		XLOC_l2_010415		ENST00000492553
A_21_P0004927		XLOC_005441		
A_33_P3220663	NM_145064	STAC3	SH3 and cysteine rich domain 3	ENST00000557176
A_33_P3399101		CTSL1	cathepsin L1	ENST00000342020
A_33_P3369158	NM_002254	KIF3C	kinesin family member 3C	ENST00000405914
A_21_P0011526	NM_014695	CCDC144A	coiled-coil domain containing 144A	ENST00000456009
A_24_P626932		MUC3	intestinal mucin-like	
A_21_P0001784	NR_034135	LINC00299	long intergenic non-protein coding RNA 299	ENST00000442956
A_33_P3809328		PRO0471	uncharacterized LOC28994	
A_33_P3358109				
A_21_P0008639		XLOC_011275		
A_23_P406782	NM_182983	HPN	hepsin	ENST00000541345
A_33_P3366221	NM_014917	NTNG1	netrin G1	ENST00000370076
A_24_P929441		ARID5A	AT rich interactive domain 5A (MRF1-like)	
A_33_P3331178				ENST00000390604
A_33_P3282641	NR_033752	LOC344887	NmrA-like family domain containing 1 pseudogene	ENST00000416764
A_24_P147398	NM_018289	VPS53	vacuolar protein sorting 53 homolog (S. cerevisiae)	ENST00000401468
A_24_P118011	NR_027258	PRORSD1P	prolyl-tRNA synthetase associated domain containing 1, pseudogene	ENST00000295112
A_21_P0003907		XLOC_004135		
A_33_P3238007	NM_178043	LARP1B	La ribonucleoprotein domain family, member 1B	ENST00000427266
A_23_P114740	NM_000186	CFH	complement factor H	ENST00000466229
A_23_P1519	NM_004910	PITPNM1	phosphatidylinositol transfer protein, membrane-associated 1	ENST00000526450
A_21_P0005587		XLOC_006308		
A_33_P3738799	NR_027127	LOC340074	uncharacterized LOC340074	ENST00000508452
A_33_P3663277	NR_038918	LOC339666	uncharacterized LOC339666	ENST00000420171
A_21_P0010537		XLOC_l2_000297		
A_33_P3290335		PARP1	poly (ADP-ribose) polymerase 1	ENST00000366790
A_21_P0001211		XLOC_001137		
A_21_P0008058		XLOC_010367		
A_21_P0003803		XLOC_004182		
A_21_P0009458		XLOC_012630		
A_33_P3420665				ENST00000372963
A_23_P423891	NM_152707	SLC25A16	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	ENST00000265870
A_21_P0003276		XLOC_003007		
A_33_P3414137	NM_001145118	GRID2IP	glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein	
A_24_P942346	NM_001077706	ECT2L	epithelial cell transforming sequence 2 oncogene-like	ENST00000423192
A_24_P382319	NM_001712	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	
A_33_P3244956	NM_020645	NRIP3	nuclear receptor interacting protein 3	ENST00000309166
A_24_P120537	NM_152550	SH3RF2	SH3 domain containing ring finger 2	ENST00000511705
A_33_P3407524	NM_003173	SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	ENST00000337852
A_32_P24581	NM_002954	RPS27A	ribosomal protein S27a	ENST00000449323
A_23_P81463	NM_019030	DHX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	ENST00000504778
A_33_P3377256	NR_036498	LOC388906	opioid growth factor receptor pseudogene	
A_24_P91310	NM_006503	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	ENST00000157812
A_33_P3311543				
A_21_P0005176		XLOC_005815		
A_21_P0006128		XLOC_007302		
A_23_P127460	NM_153253	SIPA1	signal-induced proliferation-associated 1	ENST00000531339
A_33_P3346473	NM_001101802	PHF21A	PHD finger protein 21A	ENST00000527401
A_23_P208210	NM_014650	ZNF432	zinc finger protein 432	ENST00000221315
A_33_P3220242	NM_001167575	C9orf82	chromosome 9 open reading frame 82	ENST00000333916
A_21_P0000461	NR_003686	SNORD125	small nucleolar RNA, C/D box 125	
A_33_P3220748				
A_24_P153576	NM_173082	SHPRH	SNF2 histone linker PHD RING helicase	ENST00000444767
A_23_P162355	NM_018953	HOXC5	homeobox C5	ENST00000312492
A_21_P0007875		XLOC_010061		
A_21_P0011245	XR_110295	LRRC9	leucine rich repeat containing 9	
A_24_P403417	NM_004878	PTGES	prostaglandin E synthase	ENST00000481476
A_21_P0013585		XLOC_l2_014832		ENST00000417703
A_33_P3348164	NM_024686	TTLL7	tubulin tyrosine ligase-like family, member 7	ENST00000370703
A_33_P3415240	NR_038387	LOC730091	uncharacterized LOC730091	
A_21_P0009851		XLOC_013558		ENST00000444478
A_23_P315964	NM_173568	UMODL1	uromodulin-like 1	
A_33_P3283044	NM_015210	CCDC165	coiled-coil domain containing 165	ENST00000306285
A_33_P3408757				ENST00000372591
A_33_P3340615	NM_000446	PON1	paraoxonase 1	ENST00000222381
A_21_P0014647	XR_110892	LOC100506045	uncharacterized LOC100506045	
A_21_P0005051		XLOC_005808		
A_24_P405054	NM_015609	C1orf144	chromosome 1 open reading frame 144	ENST00000486763
A_19_P00322426	NR_015364	LOC441204	uncharacterized LOC441204	
A_21_P0000124	NM_001195216	DENND1B	DENN/MADD domain containing 1B	ENST00000468589
A_21_P0007725		XLOC_010130		
A_33_P3344229	NM_003538	HIST1H4A	histone cluster 1, H4a	ENST00000359907
A_23_P86133	NM_002946	RPA2	replication protein A2, 32kDa	ENST00000373912
A_23_P385938	NM_175854	PAN3	PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)	ENST00000399613
A_21_P0004032		XLOC_004472		ENST00000512237
A_24_P414332	NM_005935	AFF1	AF4/FMR2 family, member 1	ENST00000307808
A_23_P432626	NM_018843	SLC25A40	solute carrier family 25, member 40	ENST00000446236
A_24_P303145	NM_054027	ANKH	ankylosis, progressive homolog (mouse)	ENST00000284268
A_24_P68585	NM_183001	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	ENST00000368441
A_33_P3390187	NM_176677	NHLRC4	NHL repeat containing 4	ENST00000424439
A_21_P0003222		XLOC_002588		
A_33_P3372090				
A_33_P3213596	NM_015028	TNIK	TRAF2 and NCK interacting kinase	
A_24_P79403	NM_002619	PF4	platelet factor 4	ENST00000296029
A_23_P377888	NM_014967	FAN1	FANCD2/FANCI-associated nuclease 1	ENST00000362065
A_23_P303851	NM_176886	TAS2R45	taste receptor, type 2, member 45	
A_33_P3280080	NR_033377	FLJ46257	uncharacterized LOC400932	
A_19_P00321493	XR_108534	LOC100505920		ENST00000415869
A_33_P3421808				
A_21_P0007533		XLOC_009684		
A_23_P163306	NM_032866	CGNL1	cingulin-like 1	ENST00000281282
A_21_P0007998		XLOC_010633		ENST00000423739
A_24_P148026	XM_003118494			ENST00000536678
A_23_P258814	NM_080750	DPH3P1	DPH3, KTI11 homolog (S. cerevisiae) pseudogene 1	
A_32_P222961	NM_001012968	SPIN4	spindlin family, member 4	ENST00000374884
A_23_P86195	NM_152369	SLC44A3	solute carrier family 44, member 3	ENST00000446120
A_33_P3384543	NM_001243766	POMGNT1	protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase	ENST00000396420
A_32_P163805	NR_026946	LINC00301	long intergenic non-protein coding RNA 301	ENST00000320202
A_32_P45168	NM_002184	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	
A_33_P3240647	NM_004928	C21orf2	chromosome 21 open reading frame 2	ENST00000462742
A_21_P0004634		XLOC_005178		ENST00000427011
A_33_P3351664	NM_198082	CCDC57	coiled-coil domain containing 57	ENST00000389641
A_21_P0004733		XLOC_005631		ENST00000443504
A_33_P3264379	NR_027049	ZNF788	zinc finger family member 788	ENST00000397759
A_24_P110354	XM_003403786	C5orf50	chromosome 5 open reading frame 50	ENST00000330910
A_24_P205130	NM_015033	FNBP1	formin binding protein 1	ENST00000446176
A_23_P80662	NM_004189	SOX14	SRY (sex determining region Y)-box 14	ENST00000306087
