ID	REFSEQ	GENE_SYMBOL	GENE_NAME	ENSEMBL_ID	ENSEMBL_GENE_ID	ENTREZ_ID
A_21_P0008592	NA	XLOC_011178	NA	NA	NA	NA
A_32_P21246	NR_026791	HCG27	HLA complex group 27 (non-protein coding)	ENST00000416551	ENSG00000231281	NA
A_21_P0001332	NA	XLOC_000281	NA	NA	NA	NA
A_21_P0006296	NA	XLOC_007778	NA	NA	NA	NA
A_24_P328819	NM_199053	C4orf41	chromosome 4 open reading frame 41	ENST00000506426	ENSG00000168538	60684
A_21_P0005731	NA	XLOC_006862	NA	NA	NA	NA
A_33_P3416420	NM_145062	ZUFSP	zinc finger with UFM1-specific peptidase domain	ENST00000368573	ENSG00000153975	221302
A_23_P16189	NM_002739	PRKCG	protein kinase C, gamma	ENST00000540413	NA	NA
A_33_P3211734	NM_001102396	SIKE1	suppressor of IKBKE 1	ENST00000369524	ENSG00000052723	80143
A_33_P3281468	NM_020759	STARD9	StAR-related lipid transfer (START) domain containing 9	ENST00000290607	ENSG00000159433	57519
A_24_P186342	NM_020917	ZFP14	zinc finger protein 14 homolog (mouse)	ENST00000270001	ENSG00000142065	57677
A_33_P3395688	NM_001018100	MYZAP	myocardial zonula adherens protein	ENST00000396180	NA	NA
A_33_P3494109	NA	LOC146795	uncharacterized LOC146795	NA	NA	NA
A_23_P153745	NM_006332	IFI30	interferon, gamma-inducible protein 30	ENST00000407280	ENSG00000216490	10437
A_21_P0005030	NA	XLOC_005748	NA	NA	NA	NA
A_21_P0013476	NA	XLOC_l2_014196	NA	NA	NA	NA
A_21_P0013848	NM_005197	FOXN3	forkhead box N3	ENST00000431331	NA	NA
A_24_P230948	NM_016831	PER3	period homolog 3 (Drosophila)	ENST00000377541	ENSG00000049246	8863
A_21_P0000544	NR_027646	ATP1A1OS	ATP1A1 opposite strand	NA	NA	NA
A_21_P0010186	NA	XLOC_014025	NA	ENST00000441759	ENSG00000234034	NA
A_32_P219148	NA	LOC497257	uncharacterized LOC497257	NA	NA	NA
A_24_P381975	NM_001077419	TMEM231	transmembrane protein 231	ENST00000398114	NA	NA
A_23_P23155	NM_018836	AJAP1	adherens junctions associated protein 1	ENST00000378191	ENSG00000196581	55966
A_21_P0003343	NA	XLOC_003477	NA	ENST00000515188	ENSG00000248545	NA
A_24_P787947	NM_001005404	YPEL2	yippee-like 2 (Drosophila)	ENST00000312655	ENSG00000175155	388403
A_23_P250385	NM_005322	HIST1H1B	histone cluster 1, H1b	ENST00000331442	ENSG00000184357	3009
A_33_P3319593	NM_024735	FBXO31	F-box protein 31	ENST00000311635	ENSG00000103264	79791
A_21_P0010883	NA	XLOC_l2_001995	NA	NA	NA	NA
A_24_P323941	NM_001012971	C20orf106	chromosome 20 open reading frame 106	ENST00000371328	ENSG00000124103	200232
A_33_P3312212	NM_206907	PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit	ENST00000506652	ENSG00000132356	5562
A_33_P3294377	NA	NA	NA	ENST00000550687	ENSG00000257283	NA
A_33_P3416922	NA	NA	NA	NA	NA	NA
A_24_P551842	NA	CYTB	cytochrome b	ENST00000361789	ENSG00000198727	4519
A_21_P0013373	NA	XLOC_l2_013302	NA	ENST00000446399	ENSG00000226097	NA
A_21_P0000359	NR_003018	SNORA71D	small nucleolar RNA, H/ACA box 71D	NA	NA	NA
A_23_P163361	NM_000326	RLBP1	retinaldehyde binding protein 1	ENST00000268125	ENSG00000140522	6017
A_19_P00318140	XM_002342405	NA	0	ENST00000477589	ENSG00000240207	NA
A_21_P0007198	NA	XLOC_009113	NA	NA	NA	NA
A_33_P3490794	NR_027132	LOC145820	uncharacterized LOC145820	ENST00000556053	ENSG00000259134	NA
A_21_P0011347	NA	XLOC_l2_004840	NA	ENST00000338567	NA	NA
A_33_P3289996	NM_001080481	USP45	ubiquitin specific peptidase 45	ENST00000369232	ENSG00000123552	85015
A_33_P3366859	NM_001187	BAGE	B melanoma antigen	NA	NA	NA
A_21_P0007511	NA	XLOC_009614	NA	NA	NA	NA
A_24_P8371	NM_001124758	SPNS2	spinster homolog 2 (Drosophila)	ENST00000329078	ENSG00000183018	124976
A_23_P370569	NM_152440	C12orf66	chromosome 12 open reading frame 66	ENST00000398055	ENSG00000174206	144577
A_19_P00316557	NA	XLOC_004016	NA	NA	NA	NA
A_32_P26330	NM_005153	USP10	ubiquitin specific peptidase 10	ENST00000540269	ENSG00000103194	9100
A_21_P0002046	XR_109979	XLOC_002076	NA	ENST00000456467	ENSG00000236502	NA
A_21_P0002507	NA	XLOC_002334	NA	NA	NA	NA
A_21_P0013167	NA	XLOC_l2_013252	NA	NA	NA	NA
A_23_P70566	NM_022110	FKBPL	FK506 binding protein like	ENST00000375156	ENSG00000204315	63943
A_33_P3338382	NM_080859	OR1K1	olfactory receptor, family 1, subfamily K, member 1	ENST00000277309	ENSG00000165204	392392
A_23_P46429	NM_001554	CYR61	cysteine-rich, angiogenic inducer, 61	ENST00000360431	NA	NA
A_33_P3420889	NM_014978	SORCS3	sortilin-related VPS10 domain containing receptor 3	ENST00000369699	ENSG00000156395	22986
A_32_P42197	NM_031157	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	ENST00000340913	ENSG00000135486	3178
A_33_P3345737	NA	NA	NA	ENST00000444810	ENSG00000224613	101928436
A_33_P3262083	NR_015384	LOC100126784	uncharacterized LOC100126784	NA	NA	NA
A_33_P3322870	NM_175733	SYT9	synaptotagmin IX	ENST00000396716	NA	NA
A_21_P0007544	XR_110375	XLOC_009723	NA	ENST00000551503	ENSG00000257261	NA
A_24_P274795	NM_018719	CDCA7L	cell division cycle associated 7-like	ENST00000406877	ENSG00000164649	55536
A_33_P3226050	NM_001037666	GATSL3	GATS protein-like 3	ENST00000407689	ENSG00000239282	652968
A_33_P3377269	NA	NA	NA	NA	NA	NA
A_33_P3349496	NA	NA	NA	ENST00000551941	ENSG00000258365	NA
A_21_P0005515	NA	XLOC_006529	NA	NA	NA	NA
A_21_P0001005	NA	XLOC_000362	NA	ENST00000426515	ENSG00000235933	NA
A_21_P0005950	NA	XLOC_006924	NA	NA	NA	NA
A_33_P3741678	NA	LOC284926	uncharacterized LOC284926	NA	NA	NA
A_23_P87104	NM_001004746	OR5T2	olfactory receptor, family 5, subfamily T, member 2	ENST00000313264	ENSG00000181718	219464
A_33_P3279550	NM_031944	MIXL1	Mix paired-like homeobox	NA	NA	NA
A_33_P3383233	NM_201535	NDRG2	NDRG family member 2	NA	NA	NA
A_23_P313389	NM_003358	UGCG	UDP-glucose ceramide glucosyltransferase	ENST00000474306	ENSG00000148154	7357
A_33_P3381827	NM_144498	OSBPL2	oxysterol binding protein-like 2	ENST00000253000	NA	NA
A_21_P0002758	NA	XLOC_002719	NA	ENST00000471614	ENSG00000242009	NA
A_23_P130089	NM_174887	IFT20	intraflagellar transport 20 homolog (Chlamydomonas)	ENST00000322326	ENSG00000109083	90410
A_21_P0000332	NR_002977	SNORA45	small nucleolar RNA, H/ACA box 45	NA	NA	NA
A_33_P3258265	NM_030913	SEMA6C	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	ENST00000392792	NA	NA
A_33_P3304748	NA	NA	NA	NA	NA	NA
A_33_P3361182	NM_014976	PDCD11	programmed cell death 11	ENST00000369797	ENSG00000148843	22984
A_33_P3331242	NM_005754	G3BP1	GTPase activating protein (SH3 domain) binding protein 1	ENST00000274596	NA	NA
A_23_P346048	NR_002824	HERC2P2	hect domain and RLD 2 pseudogene 2	ENST00000454333	NA	NA
A_21_P0010324	NA	XLOC_014105	NA	NA	NA	NA
A_33_P3407049	NA	NA	NA	NA	NA	NA
A_21_P0000955	NA	XLOC_000085	NA	ENST00000423921	ENSG00000236009	NA
A_33_P3273063	NM_198887	NUP43	nucleoporin 43kDa	ENST00000367402	ENSG00000120253	348995
A_23_P42265	NM_019101	APOM	apolipoprotein M	ENST00000375916	ENSG00000204444	55937
A_23_P14716	NM_031284	ADPGK	ADP-dependent glucokinase	ENST00000311669	ENSG00000159322	83440
A_21_P0006024	NA	XLOC_007436	NA	ENST00000443163	ENSG00000232211	NA
A_21_P0009438	NA	XLOC_012607	NA	NA	NA	NA
A_33_P3398065	NM_001003397	TPD52L1	tumor protein D52-like 1	NA	NA	NA
A_24_P379512	NM_005482	PIGK	phosphatidylinositol glycan anchor biosynthesis, class K	ENST00000370812	ENSG00000142892	10026
A_23_P430842	NM_023002	HAPLN4	hyaluronan and proteoglycan link protein 4	ENST00000291481	ENSG00000187664	404037
A_23_P46852	NM_024928	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	ENST00000472951	ENSG00000107960	79991
A_21_P0009729	NA	XLOC_013162	NA	NA	NA	NA
A_33_P3376527	NM_004854	CHST10	carbohydrate sulfotransferase 10	ENST00000409046	ENSG00000115526	9486
A_33_P3416644	NA	NA	NA	NA	NA	NA
A_33_P3367939	NM_182973	TMPRSS9	transmembrane protease, serine 9	ENST00000332578	ENSG00000178297	360200
A_33_P3280845	NM_006288	THY1	Thy-1 cell surface antigen	ENST00000284240	ENSG00000154096	7070
A_33_P3371650	NA	STK17B	serine/threonine kinase 17b	NA	NA	NA
A_24_P333019	NM_007219	RNF24	ring finger protein 24	ENST00000545616	ENSG00000101236	11237
A_21_P0014496	XR_110092	LOC100507448	NA	ENST00000518481	ENSG00000253982	NA
A_23_P266	NR_023916	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	ENST00000412108	ENSG00000229359	NA
A_21_P0004307	NA	XLOC_004577	NA	NA	NA	NA
A_23_P202881	NM_005103	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)	ENST00000528863	ENSG00000149557	9638
A_23_P104583	NM_020441	CORO1B	coronin, actin binding protein, 1B	ENST00000537042	ENSG00000172725	57175
A_21_P0013616	NA	FLJ35024	uncharacterized LOC401491	NA	NA	NA
A_21_P0003677	NA	XLOC_003780	NA	NA	NA	NA
A_33_P3395843	NA	NA	NA	NA	NA	NA
A_33_P3334548	NM_001207068	BZW1	basic leucine zipper and W2 domains 1	ENST00000452790	ENSG00000082153	9689
A_21_P0005461	NA	XLOC_006326	NA	NA	NA	NA
A_33_P3327375	NA	NA	NA	NA	NA	NA
A_33_P3337959	NA	LOC100130236	uncharacterized LOC100130236	NA	NA	NA
A_21_P0005024	NA	XLOC_005715	NA	NA	NA	NA
A_33_P3237235	NM_001014765	FBXO44	F-box protein 44	NA	NA	NA
A_33_P3373273	NM_005073	SLC15A1	solute carrier family 15 (oligopeptide transporter), member 1	NA	NA	NA
A_23_P213247	NM_012161	FBXL5	F-box and leucine-rich repeat protein 5	NA	NA	NA
A_21_P0011735	NA	XLOC_l2_006994	NA	NA	NA	NA
A_23_P109881	NM_002218	ITIH4	inter-alpha-trypsin inhibitor heavy chain family, member 4	ENST00000538421	NA	NA
A_21_P0006487	NA	XLOC_007950	NA	NA	NA	NA
A_23_P53557	NM_002342	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	ENST00000228918	ENSG00000111321	4055
A_23_P144778	NM_001825	CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)	ENST00000437669	ENSG00000131730	1160
A_21_P0000018	NM_001146281	SHBG	sex hormone-binding globulin	NA	NA	NA
A_21_P0007999	NA	XLOC_010635	NA	ENST00000432697	ENSG00000229578	NA
A_33_P3310754	NA	NA	NA	NA	NA	NA
A_33_P3311730	NA	NA	NA	NA	NA	NA
A_33_P3223958	NM_016347	NAT8B	N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)	NA	NA	NA
A_23_P210900	NM_018677	ACSS2	acyl-CoA synthetase short-chain family member 2	ENST00000542204	NA	NA
A_23_P167841	NM_019842	KCNQ5	potassium voltage-gated channel, KQT-like subfamily, member 5	NA	NA	NA
A_19_P00317473	NR_003038	SNHG5	small nucleolar RNA host gene 5 (non-protein coding)	NA	NA	NA
A_23_P42664	NM_006304	SHFM1	split hand/foot malformation (ectrodactyly) type 1	ENST00000482389	ENSG00000127922	7979
A_33_P3230583	NR_034006	LOC100132352	FSHD region gene 1 pseudogene	ENST00000346061	NA	NA
A_33_P3367761	NA	NA	NA	NA	NA	NA
A_23_P74320	NM_020423	SCYL3	SCY1-like 3 (S. cerevisiae)	ENST00000367771	ENSG00000000457	57147
A_33_P3465247	NM_007054	KIF3A	kinesin family member 3A	ENST00000541316	NA	NA
A_33_P3221498	NM_032944	STK31	serine/threonine kinase 31	ENST00000405627	ENSG00000196335	56164
A_23_P17242	NM_032604	ABHD1	abhydrolase domain containing 1	ENST00000316470	ENSG00000143994	84696
A_23_P163173	NM_019839	LTB4R2	leukotriene B4 receptor 2	ENST00000530080	ENSG00000213906	56413
A_33_P3244623	NR_001580	SDC4P	syndecan 4 pseudogene	NA	NA	NA
A_21_P0008026	NA	XLOC_010296	NA	NA	NA	NA
A_23_P253723	NM_006583	RRH	retinal pigment epithelium-derived rhodopsin homolog	ENST00000317735	ENSG00000180245	10692
A_24_P224116	NM_000928	PLA2G1B	phospholipase A2, group IB (pancreas)	ENST00000308366	ENSG00000170890	5319
A_23_P41390	NM_018986	SH3TC1	SH3 domain and tetratricopeptide repeats 1	ENST00000502669	ENSG00000125089	54436
A_23_P49865	NM_015982	YBX2	Y box binding protein 2	ENST00000007699	ENSG00000006047	51087
A_23_P51906	NM_012394	PFDN2	prefoldin subunit 2	ENST00000368010	ENSG00000143256	5202
A_33_P3426943	NR_038238	LOC151484	uncharacterized LOC151484	ENST00000415628	ENSG00000232520	NA
A_23_P23206	NM_006341	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)	ENST00000376667	ENSG00000116670	10459
A_33_P3365870	NM_001143888	BSDC1	BSD domain containing 1	ENST00000325745	NA	NA
A_21_P0000368	NR_003033	SNORD5	small nucleolar RNA, C/D box 5	ENST00000529794	ENSG00000166012	79101
A_23_P44643	NM_016238	ANAPC7	anaphase promoting complex subunit 7	ENST00000450008	ENSG00000196510	51434
A_23_P218158	NM_032560	SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	ENST00000555462	ENSG00000100796	55671
A_23_P322395	NM_182572	ZSCAN1	zinc finger and SCAN domain containing 1	ENST00000282326	ENSG00000152467	284312
A_23_P405129	NM_000428	LTBP2	latent transforming growth factor beta binding protein 2	ENST00000261978	ENSG00000119681	4053
A_21_P0003944	NA	XLOC_004238	NA	ENST00000515085	ENSG00000250385	NA
A_24_P258955	NM_020933	ZNF317	zinc finger protein 317	ENST00000247956	ENSG00000130803	57693
A_23_P250462	NM_001183	ATP6AP1	ATPase, H+ transporting, lysosomal accessory protein 1	ENST00000455205	ENSG00000071553	537
A_23_P156748	NM_015245	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	ENST00000360359	ENSG00000064999	23294
A_33_P3404623	NM_017777	MKS1	Meckel syndrome, type 1	ENST00000313863	ENSG00000011143	54903
A_21_P0003226	NA	XLOC_002624	NA	NA	NA	NA
A_21_P0004198	NA	XLOC_004252	NA	NA	NA	NA
A_33_P3241657	NM_024766	CAMKMT	calmodulin-lysine N-methyltransferase	ENST00000454848	NA	NA
A_33_P3417990	NM_006296	VRK2	vaccinia related kinase 2	NA	NA	NA
A_23_P210210	NM_001430	EPAS1	endothelial PAS domain protein 1	ENST00000466465	ENSG00000116016	2034
A_21_P0007938	NA	XLOC_010389	NA	ENST00000435843	NA	NA
A_33_P3255794	NM_006231	POLE	polymerase (DNA directed), epsilon	ENST00000376577	NA	NA
A_33_P3353821	NA	NA	NA	NA	NA	NA
A_24_P274831	NM_153236	GIMAP7	GTPase, IMAP family member 7	ENST00000313543	ENSG00000179144	168537
A_32_P113508	NM_030803	ATG16L1	ATG16 autophagy related 16-like 1 (S. cerevisiae)	NA	NA	NA
A_21_P0002165	NA	XLOC_001338	NA	NA	NA	NA
A_21_P0004137	NA	XLOC_004860	NA	NA	NA	NA
A_24_P712350	NM_001821	CHML	choroideremia-like (Rab escort protein 2)	ENST00000366553	ENSG00000203668	1122
A_21_P0011084	NA	XLOC_l2_003293	NA	NA	NA	NA
A_33_P3327852	NM_030808	NDEL1	nudE nuclear distribution gene E homolog (A. nidulans)-like 1	ENST00000299734	NA	NA
A_23_P254756	NM_006016	CD164	CD164 molecule, sialomucin	NA	NA	NA
A_21_P0010091	NA	XLOC_013546	NA	NA	NA	NA
A_33_P3221313	NM_006733	CENPI	centromere protein I	ENST00000423383	ENSG00000102384	2491
A_24_P15391	NM_001135649	FOXI3	forkhead box I3	NA	NA	NA
A_33_P3351276	NA	NA	NA	NA	NA	NA
A_21_P0014668	XR_111078	LOC729815	uncharacterized LOC729815	NA	NA	NA
A_23_P26325	NM_002987	CCL17	chemokine (C-C motif) ligand 17	ENST00000219244	ENSG00000102970	6361
A_33_P3284108	NM_006178	NSF	N-ethylmaleimide-sensitive factor	ENST00000225282	NA	NA
A_23_P424878	NM_025251	ARHGAP39	Rho GTPase activating protein 39	ENST00000276826	ENSG00000147799	80728
A_33_P3211018	NA	NA	NA	NA	NA	NA
A_33_P3327454	NM_133368	RSPRY1	ring finger and SPRY domain containing 1	ENST00000537866	ENSG00000159579	89970
A_23_P432272	NM_020818	UNC79	unc-79 homolog (C. elegans)	ENST00000256339	ENSG00000133958	57578
A_23_P91468	NM_002792	PSMA7	proteasome (prosome, macropain) subunit, alpha type, 7	ENST00000370861	ENSG00000101182	5688
A_23_P435833	NM_003934	FUBP3	far upstream element (FUSE) binding protein 3	ENST00000487406	ENSG00000107164	8939
A_33_P3233560	NA	UROS	uroporphyrinogen III synthase	ENST00000368774	ENSG00000188690	7390
A_21_P0009694	XR_109585	LOC374890	uncharacterized LOC374890	NA	NA	NA
A_23_P79794	NM_021809	TGIF2	TGFB-induced factor homeobox 2	NA	NA	NA
A_33_P3247890	NA	NA	NA	ENST00000390423	ENSG00000256553	NA
A_23_P78871	NM_024076	KCTD15	potassium channel tetramerisation domain containing 15	ENST00000413790	NA	NA
A_24_P919899	NA	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	ENST00000371937	ENSG00000123472	64756
A_23_P15511	NM_004396	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	ENST00000225792	ENSG00000108654	1655
A_33_P3305749	NM_000965	RARB	retinoic acid receptor, beta	ENST00000404969	NA	NA
A_33_P3272461	NM_014168	METTL5	methyltransferase like 5	ENST00000260953	ENSG00000138382	29081
A_23_P47941	NM_014212	HOXC11	homeobox C11	NA	NA	NA
A_33_P3316721	NM_144585	SLC22A12	solute carrier family 22 (organic anion/urate transporter), member 12	ENST00000377574	ENSG00000197891	116085
A_23_P132079	NM_019596	C21orf62	chromosome 21 open reading frame 62	ENST00000479548	ENSG00000205929	56245
A_33_P3322814	NM_001007156	NTRK3	neurotrophic tyrosine kinase, receptor, type 3	ENST00000317501	ENSG00000140538	4916
A_23_P145175	NM_014345	ZNF318	zinc finger protein 318	ENST00000361428	ENSG00000171467	24149
A_24_P110799	NM_002340	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	ENST00000397728	ENSG00000160285	4047
A_23_P300245	NM_001040283	DMRTC2	DMRT-like family C2	ENST00000269945	ENSG00000142025	63946
A_21_P0011670	NA	XLOC_l2_006578	NA	NA	NA	NA
A_33_P3234764	NA	NA	NA	NA	NA	NA
A_33_P3356170	NM_176820	NLRP9	NLR family, pyrin domain containing 9	ENST00000332836	ENSG00000185792	338321
A_21_P0012453	NM_000313	PROS1	protein S (alpha)	ENST00000394236	ENSG00000184500	5627
A_21_P0000870	NR_039978	1/2-SBSRNA4	lncRNA_BC009800	NA	NA	NA
A_33_P3247057	NM_001162995	C17orf109	chromosome 17 open reading frame 109	ENST00000375215	ENSG00000204323	643008
A_21_P0009874	NA	XLOC_013638	NA	ENST00000448825	ENSG00000236387	NA
A_23_P105144	NM_020974	SCUBE2	signal peptide, CUB domain, EGF-like 2	ENST00000518447	ENSG00000175356	57758
A_23_P47004	NM_018180	DHX32	DEAH (Asp-Glu-Ala-His) box polypeptide 32	ENST00000284690	ENSG00000089876	55760
A_33_P3336287	NM_001142627	SEC61A2	Sec61 alpha 2 subunit (S. cerevisiae)	NA	NA	NA
A_21_P0007457	NA	XLOC_009367	NA	NA	NA	NA
A_21_P0014081	XR_108370	LOC100506824	NA	ENST00000416959	ENSG00000236936	NA
A_23_P80817	NM_013259	TAGLN3	transgelin 3	ENST00000478951	ENSG00000144834	29114
A_33_P3357879	NA	NA	NA	NA	NA	NA
A_21_P0011211	NA	XLOC_l2_003889	NA	ENST00000442144	NA	NA
A_24_P65373	NM_000419	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	ENST00000353281	NA	NA
A_21_P0005493	NA	XLOC_006419	NA	NA	NA	NA
A_23_P30956	NM_015323	UFL1	UFM1-specific ligase 1	ENST00000369278	ENSG00000014123	23376
A_23_P94174	NM_014175	MRPL15	mitochondrial ribosomal protein L15	ENST00000522521	ENSG00000137547	29088
A_33_P3375467	NM_177483	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	ENST00000475417	ENSG00000112293	2822
A_33_P3239532	NM_017715	ZNF3	zinc finger protein 3	ENST00000413658	ENSG00000166526	7551
A_24_P456723	NR_038386	LOC728537	uncharacterized LOC728537	ENST00000451384	ENSG00000228486	728537
A_33_P3318671	NM_007260	LYPLA2	lysophospholipase II	ENST00000374506	NA	NA
A_32_P460973	NM_005516	HLA-E	major histocompatibility complex, class I, E	ENST00000376630	ENSG00000204592	3133
A_19_P00318514	NA	XLOC_012862	NA	NA	NA	NA
A_33_P3367293	NR_003669	MT1IP	metallothionein 1I, pseudogene	NA	NA	NA
A_21_P0011043	NA	XLOC_l2_002928	NA	NA	NA	NA
A_33_P3307013	NM_001195192	C17orf57	chromosome 17 open reading frame 57	ENST00000344176	NA	NA
A_33_P3237835	NA	NA	NA	NA	NA	NA
A_33_P3433258	NR_033976	LOC401134	uncharacterized LOC401134	ENST00000509932	ENSG00000250125	NA
A_23_P110403	NM_014476	PDLIM3	PDZ and LIM domain 3	ENST00000284767	ENSG00000154553	27295
A_23_P19226	NM_013352	DSE	dermatan sulfate epimerase	ENST00000537543	NA	NA
A_21_P0000818	NR_038847	LOC100505576	uncharacterized LOC100505576	NA	NA	NA
A_23_P359636	NM_144695	BROX	BRO1 domain and CAAX motif containing	ENST00000539697	ENSG00000162819	148362
A_21_P0004624	NA	XLOC_005128	NA	ENST00000440848	ENSG00000228718	NA
A_33_P3335030	NM_001164315	ANKRD36	ankyrin repeat domain 36	ENST00000295246	ENSG00000174501	400986
A_23_P162211	NM_018050	MANSC1	MANSC domain containing 1	ENST00000535902	ENSG00000111261	54682
A_33_P3345304	NA	NA	NA	NA	NA	NA
A_33_P3350086	NM_001004695	OR2T33	olfactory receptor, family 2, subfamily T, member 33	ENST00000318021	ENSG00000177212	391195
A_32_P213459	NM_006557	DMRT2	doublesex and mab-3 related transcription factor 2	ENST00000382255	ENSG00000173253	10655
A_23_P307161	XM_003118969	NA	NA	ENST00000391369	NA	NA
A_33_P3400217	NM_000342	SLC4A1	solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	ENST00000262418	ENSG00000004939	6521
A_33_P3323914	NA	NA	NA	NA	NA	NA
A_33_P3382498	NM_001098612	SIGLEC14	sialic acid binding Ig-like lectin 14	ENST00000360844	ENSG00000254415	100049587
A_33_P3372666	NM_033023	PDGFA	platelet-derived growth factor alpha polypeptide	ENST00000405692	ENSG00000197461	5154
A_21_P0014909	XR_132917	LOC100294338	UPF0450 protein C17orf58-like	NA	NA	NA
A_23_P304652	NM_178130	NME9	NME gene family member 9	ENST00000383180	ENSG00000181322	347736
A_33_P3219720	NA	ZNF248	zinc finger protein 248	ENST00000485560	ENSG00000198105	57209
A_21_P0008109	NA	XLOC_010477	NA	ENST00000434547	ENSG00000224418	NA
A_33_P3362353	NA	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog	ENST00000377039	ENSG00000078061	369
A_21_P0010790	NA	XLOC_l2_001362	NA	ENST00000435973	ENSG00000227043	NA
A_32_P478512	NR_026771	DKFZP434L187	uncharacterized LOC26082	NA	NA	NA
A_19_P00806947	NM_002592	PCNA	proliferating cell nuclear antigen	ENST00000379160	ENSG00000132646	5111
A_21_P0004812	NA	XLOC_005119	NA	NA	NA	NA
A_23_P431319	NM_173834	YIPF6	Yip1 domain family, member 6	ENST00000374643	ENSG00000181704	286451
A_33_P3251557	NA	NA	NA	NA	NA	NA
A_23_P210581	NM_002237	KCNG1	potassium voltage-gated channel, subfamily G, member 1	ENST00000506387	ENSG00000026559	3755
A_21_P0004345	NA	XLOC_004680	NA	NA	NA	NA
A_23_P81590	NM_000440	PDE6A	phosphodiesterase 6A, cGMP-specific, rod, alpha	ENST00000512670	ENSG00000132915	5145
A_21_P0010984	XR_110921	LOC100505504	uncharacterized LOC100505504	NA	NA	NA
A_23_P145841	NM_015464	SOSTDC1	sclerostin domain containing 1	ENST00000307068	ENSG00000171243	25928
A_33_P3270852	NM_001032	RPS29	ribosomal protein S29	ENST00000245458	ENSG00000213741	6235
A_21_P0001010	NA	XLOC_000377	NA	NA	NA	NA
A_21_P0002958	NA	XLOC_002643	NA	ENST00000435419	ENSG00000224424	NA
A_32_P141969	NA	NTRK3	neurotrophic tyrosine kinase, receptor, type 3	ENST00000394480	ENSG00000140538	4916
A_21_P0013594	NA	XLOC_l2_014865	NA	NA	NA	NA
A_21_P0014314	XR_109247	LOC100507458	uncharacterized LOC100507458	NA	NA	NA
A_23_P87323	NM_014186	COMMD9	COMM domain containing 9	ENST00000263401	ENSG00000110442	29099
A_21_P0014083	XR_108380	AGAP1-IT1	AGAP1 intronic transcript 1 (non-protein coding)	ENST00000440498	ENSG00000235529	NA
